donor,usd_value,perc,ids
F6XMSV2GUYLLRWS25SNJKQCD7PLDKLIPXHGOLIE6N7OSFFMVUVBYIRYUQE,1.166797277524904,0.004603640844371705,J7SLPPI42EVFAUS3CCKVD37SEIATTEM5XIG2QP7ZLAY7KLA22AGA,ZLAWLZXROBDBFULBLISATOK6FKIS4U7A4N6NDRVSLQ76KE4IANNA,UBR527YKFL43OHJDKYCRNT52VZQC6WFN7553HOIXGXIAOJH2MT3A,W36OT3FFMTOMYVJYTHHTIKEAG44FACZBNWDLXZBFN6HRXKYF4CMQ
EZPSYVX4GG3OMUQWIJNTYAAUZAHQHSOOHEKFXFWMZ3VIFCUFSZCSABMQUM,1.1020942663866127,0.004348352774569265,JN4YA6DSUWB2YTNOJKNBC3KQISIBO2AKGFGUHTPWU7FFEAML4XHQ
5KZKSGWEWL5ZYT7F24YZ5E4GLCHO2IFEFPPBLBLKS3PEFNL7WEF6TJRWIA,0.9118157233531784,0.0035976019034544148,FFK5SAFWBBNGKQBLU5B4KIARD3RW4F432KMVZ5EABHJEFAV64LUQ
JPEGRZ6G4IBZCOC7UV6QZWJ6TENNKRIPENUJTLG5K7PKIKMVTJHUGERARE,0.7832635415829236,0.0030903946224381034,QYIGFX7QSDAKKPIEI2JAIABDZTIBO5IGZEDXPPCKLTEC4RXUKRQQ,ZUY2Y64KR4A3NL4C7PMSJKCYYYUA2MLQDCB3WJ3GLTQO7KJSDDPA,SP7V2DIT44WMJ362DIKN245EYODTKCBDPXB26NKGSQHOSGFZ6O6Q
FR4XSE4W5HPTYTUE7KKPAFAJ4C27NIPE5FCJOMYX7MHWWM3DJ45NBLXP5I,0.7736354820691457,0.0030524067655211817,HN2WTTGEZ2MVY6MOMCCQDI5QSDCSBQUJSTHDYL23X4YFFSTEA4ZA
NFTCOOPERFV256YCEGSOISWKKO26LULIVDV5PC6UEJR36GWPEHF5JHYABM,0.5939904851037399,0.0023436109348767093,Z6CRNJ6SAZCD2OQ5KVIJ5ITIKLRNNK4OKWOYQPPJBGFGQJLDAIVQ,4JU5PNUGBKQ6J7HNLIMNGXCFVEOEBWYODJLQN6UI24PQIKOACWKA,7VH3RPZ3K4IYCA737C5OAQIFCDACC4Q3PDECKBOCTAJEO3MCJ7PQ
CBSN7BZX4EBE3JBHDH6WXI56MSUPUBVMYRRBGGOXZU73GJ7FKND6HNOSUQ,0.545050975524006,0.002150518330407572,6LE6JZ2RMBRDTCN77QBORUSO7WB44NI2TQY6EBDZN5FTHGM62CXA
GJ2437TLZHTE7E5ZXKRC2I7DQ2JFJPQWWTFCRPQSISAZ3I2BNB4UHVDPA4,0.23859400416915638,0.0009413812698854854,6MOIA44ILLHF75NKDKT75XQNYKUBT6KIT5RC2ARHJCJMPBMWSSFQ,43XSFU4MV4NSGOCHTWJZB4F7RG6HV43SLCXFYL5YM7MMVVJDFXSQ
PRN6HBBOGI4VT5VWAWZQUUT3ZRLCIKEOX4YIKOXLFH645S2F22FFVK2GR4,0.09422503538951078,0.00037176828386305754,2YFT7MVCC2OTPYOULMDBR553QP7JZS4YXMTOTZH5BQVNMEKQA4AA
PZLP5YEMHZBHS45I7JIGFP7I3D2SVBNREVMFSMXJNG5BFHUIWFOONTO5DU,0.010871097883747367,0.00004289230974805218,KFPVHMC6GUFQYVFHQHLI3YZ77LDDN2X6IK5ZTL5FRH2EKQ2JSHQA
LIL7TG5F63A4Q52AER6OG2A3ITSMGZVPPBS25H5QMYFX53MKPX2NQRA37U,0.008435770809759538,0.0000332836387276698,WPBJSPD3YBEBWWMDYA56G7HEXJIMOY3VEJZTK6Q73XU5KJMAKQFA
NKZY75HAAOZGFP7527YIY7KMSFDOKOJHMUNTVFBNRENF7WZI7EEF2BIC24,-0.0078082971117948196,-0.00003080791856585474,VQ4CFQS4NNUTIJJJGI2NKULH2DW27HFDBD6KMYB3AD7QJLMHB3UQ
Y62CBYMYBVWJG2LCORAAVBKBGK7I3WBS24ANNRP5XGQSXOPAZRYDNV4FY4,-0.07081682601391608,-0.00027941034744098496,OJKYO3XYQRRE7EZQEGXIWP3LRXDAALTVL26DDJULLGTA2ZHNQO2Q
